uid,total_facebook_statuses,account_membership_period,service_support_calls,number_of_snaps,total_whatsapp_charge,sub_country_code,total_twitter_tweets,country,total_email_characters,email_plan,total_whatsapp_msg_characters,social_account_number,total_whatsapp_msgs,total_facebook_charge,total_twitter_charge,snapchat_plan,total_email_charge,total_twitter_tweet_characters,total_emails,total_facebook_status_characters,turn_anti_social
1509,108,112,1,0,8.31,415,111,UT,13.1,no,184.6,358-5953,78,19.69,20.68,no,3.54,243.3,5,115.8,0
1510,87,200,1,0,7.99,408,105,AL,11.2,no,177.6,408-2119,123,21.79,11.32,no,3.02,133.2,2,128.2,0
1511,122,119,1,0,7.23,510,107,KY,11.2,no,160.6,411-7649,112,37.88,13.87,no,3.02,,6,222.8,0
1512,84,117,2,0,7.98,510,91,AL,7.7,no,177.3,391-8677,67,26.98,15.44,no,2.08,181.7,10,158.7,0
1513,99,60,2,0,10.12,510,131,ND,15.1,no,224.9,353-9339,112,34.54,20.04,no,4.08,,6,203.2,0
1514,89,90,1,39,8.88,408,91,WY,,no,197.4,368-3931,65,16.12,18.62,yes,3.08,219.1,5,,0
1515,47,103,1,0,9.02,510,84,VT,11.7,no,200.5,390-2805,96,41.91,16.62,no,3.16,195.5,4,246.5,0
1516,98,94,3,0,15.85,415,89,LA,8.4,no,352.2,371-3236,95,36.06,16.1,no,2.27,189.4,5,212.1,0
1517,131,93,1,21,9.76,510,115,NM,9.8,no,217,383-4361,86,20.04,13.98,yes,2.65,164.5,3,117.9,0
1518,116,72,4,0,13.14,510,126,IN,5,no,292.1,391-1499,114,48.86,20,no,1.35,235.3,3,287.4,1
1519,106,91,3,0,8.8,510,113,FL,12,no,195.6,379-5592,129,34.53,17.86,no,3.24,210.1,3,203.1,0
1520,66,132,1,0,10.78,415,108,MA,8.8,no,239.5,405-6298,94,19.99,18.19,no,2.38,214,5,117.6,0
1521,120,81,3,36,11.48,415,95,LA,11.7,no,255,392-2722,90,19.7,20.11,yes,3.16,236.6,6,115.9,0
1522,113,147,1,0,5,408,110,NM,10.1,yes,111,357-5995,87,31.25,14,no,2.73,164.7,4,183.8,0
1523,114,87,0,30,6.97,408,130,PA,7.8,no,154.8,329-1410,88,44.68,18.34,yes,2.11,215.8,2,262.8,0
1524,116,47,3,0,11.12,415,85,MA,12.3,no,247,411-7353,73,26.4,16,no,3.32,188.2,4,,0
1525,70,161,0,0,10.06,415,122,OR,7.8,no,223.6,353-7096,126,17.92,18.26,no,2.11,214.8,5,105.4,0
1526,116,102,1,0,9.05,510,87,ME,,no,201.1,390-9627,73,33.27,17.77,no,2.24,209.1,3,195.7,1
1527,89,99,0,0,9.14,510,95,LA,9.1,no,203.1,379-9821,114,24.19,17.38,no,2.46,,1,142.3,0
1528,122,116,1,35,8.72,415,119,MT,11,no,193.8,384-5907,103,31.08,18.08,yes,2.97,212.7,2,,0
1529,94,107,3,0,5.15,415,111,MO,11.4,no,114.5,327-6087,97,24.97,9.72,no,3.08,114.3,5,146.9,0
1530,96,113,1,0,4.74,415,127,KY,13.5,no,105.4,385-4715,115,36.65,16.44,no,3.65,193.4,3,215.6,0
1531,94,120,0,26,10.71,408,88,WI,7.7,no,238,374-8187,132,40.7,22.05,yes,2.08,,3,239.4,0
1532,145,153,2,0,,510,103,NJ,8,no,197.8,407-2441,71,20.83,23.23,no,2.16,273.3,3,122.5,0
1533,100,114,3,19,7.2,408,109,ID,12.6,no,160,381-5273,112,26.28,20.54,yes,3.4,241.6,1,154.6,0
1534,107,79,1,0,,510,97,MI,12.2,no,161,337-9569,74,37.55,16.34,no,3.29,192.2,2,220.9,0
1535,106,170,2,0,,510,70,DC,9.8,no,224.3,391-2231,133,31.3,17.42,no,2.65,,3,184.1,0
1536,94,28,0,0,9.4,415,86,WY,10.6,no,208.8,392-6856,124,31.93,21.13,no,2.86,248.6,5,187.8,0
1537,106,5,3,0,9.63,415,12,AR,13.3,no,214,380-2758,85,33.86,15.92,no,3.59,187.3,3,199.2,0
1538,100,121,2,0,,415,113,TX,9.1,no,148,348-8464,79,14.64,22.08,no,2.46,259.8,9,86.1,0
1539,111,82,2,29,7.62,510,137,ME,9.5,no,169.3,381-9049,92,35.22,21.6,yes,2.57,254.1,5,207.2,0
1540,102,159,1,15,8.78,415,146,FL,11.8,no,195.2,340-5460,137,19.36,12.35,yes,3.19,145.3,9,113.9,0
1541,131,106,1,29,10.33,408,131,AL,8.1,no,229.5,404-5283,73,14.21,17.33,yes,2.19,203.9,3,83.6,0
1542,30,155,2,0,6.09,408,125,NH,10.8,no,135.3,353-6300,106,36.84,12.27,no,2.92,144.3,1,216.7,0
1543,94,126,5,0,6.16,415,118,AK,11.9,no,136.8,372-3750,91,9.89,11.79,no,3.21,138.7,1,58.2,1
1544,114,67,0,34,9.26,415,115,MA,9.2,no,205.7,357-6348,114,27.49,17.65,yes,2.48,,4,161.7,0
1545,141,104,3,0,9.75,415,140,SC,10,no,216.6,391-1783,100,18.55,15.9,no,2.7,187.1,4,109.1,0
1546,107,135,1,0,2.89,415,84,OH,13.7,no,64.2,351-7807,94,29.48,18.87,no,3.7,222,6,173.4,0
1547,106,84,1,33,9.6,415,101,ND,13,no,213.4,400-7253,108,27.05,12.73,yes,3.51,149.8,18,159.1,0
1548,96,138,0,0,9.4,510,94,UT,12.1,no,209,353-7407,63,35,21.85,no,3.27,257.1,8,205.9,0
1549,127,104,5,0,,408,79,IN,15.2,no,150.6,382-2026,77,47.67,15.25,no,4.1,179.4,6,280.4,0
1550,92,75,1,0,7.79,415,142,MN,11.9,no,173,379-7779,96,24.34,17.77,no,3.21,,9,143.2,0
1551,102,126,3,23,10.82,415,103,SD,12.6,no,240.4,386-1548,111,19.43,16.18,yes,3.4,190.3,7,114.3,0
1552,90,87,1,0,6.93,415,99,LA,11.8,no,154.1,392-2887,90,38.88,13.86,no,3.19,163,3,228.7,0
1553,73,125,0,0,8.68,415,85,SD,15.7,no,192.9,404-9754,95,27.85,21.73,no,4.24,255.6,4,163.8,0
1554,113,72,2,0,7.57,408,112,WI,9.8,no,168.2,383-9448,79,30.58,12.73,no,2.65,149.8,7,179.9,0
1555,137,156,1,27,10.99,408,115,NJ,14.8,no,244.2,405-7119,112,32.69,16.99,yes,4,199.9,8,192.3,0
1556,96,114,3,4,10.07,510,88,SC,9.4,no,223.7,364-9425,85,24.02,19.58,yes,2.54,,3,141.3,0
1557,87,35,1,27,13,510,101,WI,9.4,no,288.9,403-7627,68,41.09,12.07,yes,2.54,142,4,241.7,0
1558,90,56,2,0,13.53,408,115,OH,11.9,no,300.7,349-2654,89,15.49,15.24,no,3.21,179.3,8,91.1,0
1559,77,146,1,0,9.83,510,100,NH,10.7,no,218.4,345-2319,72,19.65,18.16,no,2.89,213.6,6,115.6,0
1560,117,144,4,0,7.79,408,85,NY,8.2,no,173,360-1171,99,10.47,6.55,no,2.21,,7,,1
1561,110,139,0,0,12.24,408,93,DE,12.1,no,272,390-1760,120,23.63,11.3,no,3.27,132.9,1,139,0
1562,70,65,1,31,10.15,408,89,SD,12,no,225.5,348-7484,93,47.99,12.92,yes,3.24,152,4,282.3,0
1563,96,63,1,0,7.32,510,112,NM,13.3,no,162.6,405-8753,131,35.29,19.47,no,3.59,229,2,207.6,0
1564,119,88,2,0,11.57,408,107,AR,,no,257,348-7448,106,25.99,14.55,no,3.24,171.2,5,152.9,0
1565,95,73,0,0,6.13,408,104,VT,13.5,no,136.2,417-2035,89,36.21,16.05,no,3.65,,3,213,0
1566,107,40,0,0,12.46,510,102,LA,7.1,no,276.9,367-9257,123,18.6,20.8,no,1.92,244.7,7,109.4,0
1567,49,94,1,0,11.55,415,115,CT,13,no,256.7,337-9303,74,35.04,19.09,no,3.51,224.6,1,206.1,0
1568,123,100,3,32,8.64,415,101,IN,12.6,no,192,406-7643,106,21.28,19.63,yes,3.4,230.9,9,125.2,0
1569,112,94,1,0,11.83,510,91,IN,9.7,no,262.9,360-5794,105,41.65,15.33,no,2.62,180.4,6,245,0
1570,107,170,0,0,7.49,415,124,NC,,no,166.4,366-4444,95,41.89,19.39,no,2.46,228.1,8,246.4,0
1571,96,85,5,0,6.48,510,141,MO,10.9,no,144,383-6095,116,28.19,16.15,no,2.94,190,3,165.8,1
1572,95,156,3,0,11.62,408,128,NY,12.9,no,258.2,337-6851,105,29.63,15.86,no,3.48,186.6,5,174.3,0
1573,69,16,0,0,9.9,510,93,VA,10.9,no,220.1,368-2583,64,34.95,14.41,no,2.94,169.5,3,205.6,0
1574,68,68,2,0,8.62,415,123,KS,,no,191.6,363-3486,100,35.29,21.39,no,2.94,251.6,6,207.6,0
1575,87,149,0,0,11.23,415,81,OR,5.7,yes,249.5,332-9460,92,29.95,12.33,no,1.54,145,4,176.2,0
1576,118,60,3,0,9.45,415,110,VT,13.2,no,210.1,400-2738,134,32.96,7.23,no,3.56,85,8,193.9,0
1577,121,121,1,0,7.27,408,98,LA,,no,161.6,390-8760,103,30.86,18.56,no,2.3,218.4,5,181.5,0
1578,132,71,4,0,8.21,415,119,GA,9.7,no,182.4,391-7166,87,43.93,10.78,no,2.62,126.8,8,258.4,0
1579,42,137,2,22,8.08,415,137,CA,11.4,no,179.6,415-3689,126,32.23,15.22,yes,3.08,179,5,189.6,0
1580,111,106,1,26,11.43,415,90,WY,14.4,yes,254,338-6018,133,45.95,18.29,yes,3.89,215.2,7,270.3,1
1581,107,115,6,26,10.16,415,77,LA,13.6,no,225.7,386-6306,71,28.99,18.46,yes,3.67,217.2,5,170.5,0
1582,61,68,1,0,11.51,415,84,TN,8.4,no,255.7,356-1582,76,30.38,21.45,no,2.27,252.3,4,178.7,0
1583,117,93,2,32,8.67,510,61,VT,,no,192.7,338-7709,85,37.18,9.78,yes,2.54,115,5,218.7,0
1584,79,114,1,30,13.12,510,91,WV,11.4,no,291.6,417-6774,83,35.05,22.1,yes,3.08,260,6,206.2,0
1585,150,178,1,0,6.62,408,62,NV,13.6,no,147.1,359-4587,126,46.82,15.94,no,3.67,187.5,3,275.4,0
1586,88,114,2,26,11.14,415,125,WI,,no,247.6,373-7308,94,23.31,13.23,yes,3.11,155.7,7,137.1,0
1587,116,101,0,9,6.26,510,121,WY,10.8,no,139.1,395-1229,65,27.22,17.85,yes,2.92,210,9,160.1,0
1588,77,90,2,0,12.46,415,99,AZ,9.2,no,276.9,422-4241,58,30.46,17.91,no,2.48,210.7,6,179.2,0
1589,133,142,2,0,10.9,408,74,DE,7.4,no,242.2,364-1995,127,31.79,11.44,no,2,134.6,5,187,0
1590,133,120,0,0,11.54,415,149,TN,16.9,no,256.4,412-3404,78,31.57,19.98,no,4.56,235.1,6,185.7,0
1591,89,166,0,0,10.58,510,95,FL,13.2,yes,235.2,367-1681,97,8.11,22.47,no,3.56,264.4,3,47.7,1
1592,106,118,3,36,8.51,415,115,CO,9.8,no,189.2,362-8763,63,50.13,14.08,yes,2.65,165.7,5,294.9,0
1593,109,114,0,34,9.38,415,142,MS,10.3,no,208.5,389-6790,103,26.25,18.82,yes,2.78,221.4,5,154.4,0
1594,71,89,5,0,9.67,510,68,AL,10.3,no,214.9,347-2016,100,21.96,18.2,no,2.78,214.1,4,129.2,1
1595,90,116,2,0,12.27,510,114,OK,7.5,no,272.6,393-3976,96,34.85,11.98,no,2.03,140.9,4,205,0
1596,107,45,1,0,10.08,415,78,CT,11.1,no,224.1,416-4351,108,24.21,27.09,no,3,318.7,7,142.4,0
1597,120,137,0,0,9.97,408,100,WA,11.1,no,221.6,357-3187,130,35.5,19.15,no,3,225.3,5,208.8,0
1598,98,116,3,0,5.86,510,135,FL,7.9,no,130.2,338-8478,94,32.66,26.6,no,2.13,312.9,2,192.1,0
1599,65,146,1,0,9.64,510,93,AK,11.2,yes,214.3,383-6544,128,22.61,22.34,no,3.02,262.8,3,133,0
1600,92,152,2,0,10.22,408,96,SC,9.5,no,227,397-9933,89,23.89,15.88,no,2.57,186.8,5,,0
1601,100,117,3,0,8.99,408,104,HI,15.7,no,199.7,416-8827,93,17.39,11.49,no,4.24,,10,,0
1602,132,71,2,0,7.71,408,90,WA,,no,171.4,355-1735,72,24,12.67,no,1.89,149.1,2,141.2,0
1603,97,70,2,0,8.21,408,83,IL,8,no,182.5,382-6827,122,35.48,23.42,no,2.16,275.5,3,208.7,0
1604,114,94,0,0,6.21,408,118,AR,9.6,no,137.9,333-2964,71,23.15,14.03,no,2.59,165.1,5,136.2,0
1605,157,57,3,0,9.99,415,70,IN,11.2,no,221.9,345-5089,117,32.18,14.87,no,3.02,174.9,5,189.3,0
1606,102,144,1,37,5.33,510,77,UT,10,no,118.5,370-2451,111,37.38,18.88,yes,2.7,222.1,4,219.9,0
1607,65,88,0,0,7.93,415,121,ID,11.3,no,176.3,384-8629,134,9.45,20.63,no,3.05,242.7,4,55.6,0
1608,100,59,0,0,9.93,510,133,WV,7.4,no,220.6,362-9391,115,32.25,9.85,no,2,,4,189.7,0
1609,73,184,1,0,8.64,415,120,MT,13.8,no,192,417-4810,94,40.19,24.42,no,3.73,287.3,4,236.4,1
1610,128,122,0,0,,415,70,NY,8.1,no,123,386-6580,75,24.04,12.44,no,2.19,146.4,4,141.4,0
1611,93,152,1,0,8.88,510,106,NH,9,no,197.3,336-9273,107,38.78,11.59,no,2.43,136.4,2,228.1,0
1612,101,43,1,0,11.92,415,121,LA,5.9,no,264.8,330-2849,104,41.12,11,no,1.59,129.4,3,,0
1613,86,115,2,14,10.32,510,90,AL,10.5,no,229.4,390-7370,120,32.69,7.54,yes,2.84,88.7,3,192.3,0
1614,125,75,1,0,11.55,408,86,CA,6.1,no,256.7,355-2909,80,28.27,13.45,no,1.65,158.2,5,,0
1615,104,66,3,33,7.77,510,94,KY,7.1,no,172.7,348-8679,107,15.1,9.32,yes,1.92,109.6,9,88.8,0
1616,102,101,3,0,9.32,415,93,WI,6.1,no,207.2,352-7234,86,42.26,14.87,no,1.65,174.9,3,,0
1617,105,110,2,0,11.04,415,85,WA,8.5,no,245.3,418-1775,59,41,14.82,no,2.3,174.3,4,241.2,0
1618,107,23,2,0,6.35,510,115,CT,11.3,no,141.1,370-5527,158,54.67,21.39,no,3.05,251.6,3,321.6,1
1619,102,27,0,0,,510,104,MT,,no,135.9,345-1419,124,32.95,10.11,no,2.48,118.9,3,193.8,0
1620,121,82,3,34,,510,115,ID,4.7,no,286.7,405-7204,77,39.54,13.02,yes,1.27,153.2,3,,0
1621,143,174,1,15,9.98,415,115,PA,12.4,no,221.8,353-1352,109,37.71,17.9,yes,3.35,210.6,9,221.8,0
1622,108,9,1,39,8.54,415,115,LA,,no,189.7,409-9885,117,36.4,14.38,yes,2.73,169.2,3,214.1,0
1623,78,59,1,31,10.2,510,79,NJ,9.1,yes,226.7,347-5354,79,38.25,16.26,yes,2.46,191.3,3,225,0
1624,85,114,1,0,8.07,415,86,NH,7.4,no,179.3,406-4588,124,28.83,5.01,no,2,,8,169.6,0
1625,101,91,1,44,10.89,408,98,WI,9.1,no,242.1,377-7276,95,36.82,14.71,yes,2.46,173.1,3,216.6,0
1626,99,81,1,0,6.86,408,117,CO,18,no,152.5,372-9091,98,19.6,19.1,no,4.86,224.7,2,,0
1627,91,146,1,31,7.63,408,108,OH,7.8,no,169.6,391-8554,77,34.43,20.52,yes,2.11,241.4,2,,0
1628,105,106,0,30,7.13,415,109,OH,13.1,no,158.4,352-2270,96,37.42,18.89,yes,3.54,,8,220.1,0
1629,113,64,0,0,,408,99,NE,13.8,no,145.2,360-6416,74,44.52,12.59,no,3.73,148.1,4,261.9,0
1630,60,118,4,0,9.9,408,64,CO,8.2,no,220.1,328-1222,100,32.1,18.48,no,2.21,217.4,7,188.8,0
1631,106,104,1,0,7.34,408,113,AK,9.8,no,163.2,366-4467,137,47.33,6.89,no,2.65,81,5,,0
1632,100,105,0,0,11.04,415,108,NV,7.7,yes,245.3,376-4540,140,38.83,12.33,no,2.08,145.1,7,228.4,0
1633,89,41,1,0,9.33,510,104,NV,6.8,no,207.4,355-2293,124,30.96,17.98,no,1.84,211.5,1,182.1,0
1634,108,122,2,30,7.97,510,76,NC,6.9,no,177.1,329-5400,85,39.12,24.45,yes,1.86,287.6,3,230.1,0
1635,105,98,1,31,10.2,415,98,GA,12,no,226.7,333-5430,110,20.57,18.61,yes,3.24,218.9,1,121,0
1636,70,119,1,0,,510,74,MT,11.3,no,188.5,374-5301,105,22.93,17.98,no,3.05,211.5,6,134.9,0
1637,101,61,0,31,9.14,408,102,PA,8.6,no,203.2,383-8848,49,49.08,17.32,yes,2.32,203.8,3,,0
1638,98,118,0,0,9.18,510,101,AL,6.3,yes,203.9,391-8027,118,37.98,18.75,no,1.7,220.6,6,223.4,0
1639,145,131,1,23,13.25,415,93,CO,,no,294.5,397-7125,100,29.04,20.12,yes,3.43,236.7,1,170.8,0
1640,83,103,3,0,,415,65,NM,9.7,no,221.6,417-6330,66,29.5,20.77,no,2.62,244.3,2,173.5,0
1641,93,99,2,33,7.46,415,102,SC,10.6,no,165.7,329-2204,96,30.45,20.26,yes,2.86,238.3,1,179.1,0
1642,126,134,1,0,14.32,408,115,HI,11.8,no,318.3,370-9000,115,41.21,13,no,3.19,,6,,0
1643,96,92,1,38,9.45,408,144,AL,8.9,no,210,371-7366,108,41.17,13.57,yes,2.4,159.7,1,242.2,0
1644,137,63,1,25,6.37,408,76,CT,12.2,no,141.5,344-8498,110,32.3,9.91,yes,3.29,116.6,2,190,0
1645,113,87,3,39,7.36,510,63,NV,9.5,no,163.6,331-8484,88,14.04,19.07,yes,2.57,224.4,1,82.6,0
1646,114,37,2,0,9.57,415,109,NV,12,no,212.7,362-7604,101,39.73,17.67,no,3.24,207.9,2,233.7,0
1647,95,82,2,33,12.06,415,128,AZ,11,no,268.1,413-6380,70,23.43,20.02,yes,2.97,235.5,6,137.8,0
1648,82,88,2,0,,415,67,KY,,no,235.4,405-8075,79,25.19,26.24,no,1.73,308.7,4,148.2,0
1649,89,93,0,0,7.76,415,76,FL,10.9,no,172.5,328-6770,120,25.74,15.84,no,2.94,186.4,3,151.4,0
1650,106,158,1,0,,415,114,IA,9.1,no,241.1,360-6868,89,26.86,24.86,no,2.46,292.5,4,158,0
1651,95,161,3,0,8.73,510,82,MO,6.5,no,194.1,369-8005,113,37.69,16.41,no,1.76,193,4,,0
1652,80,111,2,0,11.07,510,94,UT,6.4,no,246,347-4982,107,32.52,11.77,no,1.73,138.5,3,191.3,0
1653,93,144,2,0,8.12,415,75,AL,11.9,no,180.5,373-3251,118,30.18,24.43,no,3.21,287.4,3,177.5,0
1654,61,91,1,0,8.53,415,96,MN,10.5,no,189.6,382-9297,92,22.75,13.5,no,2.84,158.8,2,133.8,0
1655,91,97,3,0,6.51,510,137,TX,13.8,no,144.6,351-6384,72,24.51,19.27,no,3.73,226.7,4,144.2,0
1656,101,108,3,0,10.68,415,86,IN,11.6,no,237.4,358-2046,113,34.19,14.51,no,3.13,170.7,3,201.1,0
1657,120,129,1,0,6.53,415,110,IN,10.2,no,145.2,415-4564,95,23.43,19.19,no,2.75,225.8,6,137.8,1
1658,103,166,0,0,,510,83,WI,15.3,no,190.8,366-9074,113,29.56,23.49,no,4.13,276.4,5,173.9,0
1659,117,138,3,28,8.01,415,98,OR,10.7,yes,178,384-7236,118,35.9,26.56,yes,2.89,312.5,2,211.2,1
1660,111,85,4,0,8.99,510,98,NC,9.9,no,199.7,404-2871,97,31.18,14.35,no,2.67,168.8,4,183.4,0
1661,88,111,5,0,,510,84,MD,12,no,184.9,372-8883,88,20.93,18.18,no,3.24,213.9,2,123.1,1
1662,74,153,0,28,7.66,408,37,WV,15.4,no,170.3,405-9384,103,40.05,19.37,yes,4.16,227.9,9,235.6,0
1663,106,95,1,27,12.06,510,90,RI,11.9,no,268,339-4317,115,22.02,21.16,yes,3.21,248.9,3,129.5,0
1664,79,121,1,0,11,408,116,MT,7.5,no,244.4,334-4354,102,36.24,10.26,no,2.03,120.7,4,213.2,0
1665,93,93,1,0,11.39,408,65,NH,12.1,no,253.2,411-1045,88,30.48,16.05,no,3.27,188.8,5,179.3,0
1666,98,69,1,33,7.44,510,102,NV,8.2,yes,165.4,397-6789,85,46.16,21.54,yes,2.21,253.4,2,271.5,1
1667,125,87,0,0,8.37,415,116,WV,11.5,no,185.9,415-3158,136,9.86,5.74,no,3.11,67.5,3,58,0
1668,83,146,7,0,6.74,408,130,MI,7.9,no,149.8,405-7676,100,25.38,15.9,no,2.13,187.1,4,149.3,1
1669,99,127,1,14,9.97,415,91,AZ,11.6,no,221.6,373-5928,77,24.34,14.44,yes,3.13,169.9,1,143.2,0
1670,91,136,0,0,6.08,510,111,AL,11.6,no,135,352-6732,107,18.6,17.64,no,3.13,207.5,5,109.4,0
1671,105,87,3,0,11.02,415,102,TX,9.9,no,244.9,420-7301,106,28.75,14.44,no,2.67,169.9,10,169.1,0
1672,73,120,2,24,10.25,415,103,MO,9.7,no,227.8,334-8967,119,36.16,21.89,yes,2.62,257.5,13,212.7,0
1673,111,92,1,0,,408,126,KS,10.4,yes,221.7,386-4170,80,10.64,15.35,no,2.81,180.6,2,62.6,1
1674,99,126,1,0,8.71,408,93,KS,8,no,193.6,379-8681,106,54.62,14.27,no,2.16,167.9,4,321.3,1
1675,100,76,0,0,10.99,415,139,IN,10.5,no,244.3,363-3911,105,34.71,24.87,no,2.84,292.6,2,204.2,0
1676,94,137,2,50,9.7,510,106,WV,,no,215.6,376-4284,100,31.71,15.13,yes,3.27,178,4,186.5,0
1677,100,62,1,0,,510,99,ND,5.6,no,263.2,340-6339,109,27.18,14.64,no,1.51,172.2,4,159.9,0
1678,97,80,0,0,11.86,510,98,NM,12.4,no,263.6,334-9806,82,35.07,13.17,no,3.35,154.9,12,206.3,0
1679,107,106,1,0,,510,71,MT,10.7,no,202.2,392-6420,79,28.8,16.76,no,2.89,197.2,4,169.4,0
1680,81,29,2,0,5.97,408,110,OH,,no,132.6,402-6666,98,33.46,14.28,no,3.43,168,7,196.8,0
1681,84,56,1,0,10.98,510,115,NE,,no,243.9,408-4865,95,20.67,14.05,no,2.4,165.3,2,121.6,0
1682,127,10,1,0,10.23,415,125,VA,12.9,no,227.4,352-5697,80,37.77,13.01,no,3.48,153.1,4,222.2,0
1683,79,112,0,0,,415,100,OK,6.3,no,247.9,327-1058,74,28.22,6.34,no,1.7,74.6,7,166,0
1684,91,163,2,22,6.58,408,102,MN,12.4,no,146.2,371-5655,109,36.57,11.81,yes,3.35,138.9,2,215.1,0
1685,54,116,2,0,8.38,408,82,NV,,no,186.2,360-1320,116,18.85,18.14,no,2.13,213.4,2,,0
1686,138,116,2,24,7.51,408,90,NH,6,no,166.9,369-2214,89,31.21,17.32,yes,1.62,203.8,3,183.6,0
1687,78,147,5,36,4.41,415,105,NJ,13.8,no,98,379-7009,125,43.21,19.39,yes,3.73,228.1,7,254.2,0
1688,100,113,2,0,8.01,510,67,AZ,9.2,no,178.1,403-9719,135,21.88,19.3,no,2.48,227.1,4,128.7,1
1689,99,136,1,0,13.22,510,125,OR,10.7,no,293.7,366-1613,78,44.1,14.68,no,2.89,172.7,6,259.4,1
1690,82,55,2,28,8.44,415,109,KY,8.6,no,187.5,345-4551,91,17.9,16.78,yes,2.32,197.4,6,105.3,0
1691,78,83,1,0,9.53,510,115,OH,12.1,no,211.7,342-9480,100,38.74,17.64,no,3.27,207.5,5,227.9,0
1692,107,91,2,0,10.69,510,125,UT,7.3,no,237.6,370-3032,78,21.05,27.12,no,1.97,319,4,123.8,0
1693,101,114,2,0,6,408,81,NC,9.6,no,133.3,405-7542,79,32.81,21.25,no,2.59,250,2,193,0
1694,118,127,0,25,10.13,510,48,MI,7.3,no,225.1,357-7875,105,34.65,22.7,yes,1.97,267.1,5,203.8,0
1695,78,88,3,0,9.56,510,114,CO,,no,212.5,373-4274,110,10.52,22.32,no,2.38,262.6,2,61.9,0
1696,123,141,1,28,6.88,510,128,AL,7.4,no,152.9,388-8583,103,52.36,21.06,yes,2,247.8,3,308,0
1697,97,76,0,0,10.6,415,95,NE,7.7,no,235.5,334-6519,105,46.36,20.09,no,2.08,236.4,2,272.7,1
1698,113,143,1,0,7.5,510,59,VA,9.2,no,166.7,387-7641,94,18.72,14.37,no,2.48,,2,110.1,0
1699,73,48,1,0,6.59,408,115,IL,5.1,no,146.4,341-9907,73,33.69,17.24,no,1.38,202.8,5,198.2,0
1700,123,118,2,0,8.32,408,96,MA,,yes,184.8,343-7734,99,27.2,14.91,no,2.67,,3,160,0
1701,94,62,3,0,,415,92,LA,8.8,no,195,385-1423,98,31.76,17.65,no,2.38,207.6,4,,0
1702,105,103,2,28,7.22,415,100,GA,7.7,no,160.5,381-9196,76,20.57,22.98,yes,2.08,270.4,4,121,0
1703,98,117,2,20,7.17,510,107,UT,8.7,no,159.4,341-3663,147,34.97,11.57,yes,2.35,136.1,3,205.7,0
1704,71,45,1,0,9.8,408,94,MO,,no,217.8,385-8406,125,35.29,12.98,no,3.35,,13,,0
1705,107,123,0,0,2.43,408,111,VA,,no,54,386-7976,134,26.23,15.56,no,2.94,183,8,154.3,0
1706,102,84,0,0,9.18,408,93,TX,7.8,no,204.1,339-7139,137,23.56,16.92,no,2.11,199,4,138.6,0
1707,89,44,0,0,12.06,415,96,UT,8.3,no,268.1,387-2014,151,34.44,13.86,no,2.24,163,3,202.6,0
1708,72,87,3,0,9.04,415,105,DE,8.6,no,200.8,379-4372,87,30.12,21.16,no,2.32,,7,177.2,0
1709,114,70,1,0,10.06,415,113,KS,0,no,223.5,369-9465,122,37.88,18.35,no,0,215.9,0,222.8,0
1710,87,138,1,0,8.71,415,110,MT,15.4,no,193.5,401-5586,139,22.76,14.14,no,4.16,166.4,3,133.9,0
1711,104,71,1,0,5.71,415,121,CO,8.2,no,126.9,357-4265,101,47.18,11.2,no,2.21,131.8,2,277.5,0
1712,142,21,1,0,9.66,415,114,VA,12.4,no,214.7,351-6366,111,37.94,18.4,no,3.35,216.5,2,223.2,0
1713,114,51,1,0,3.47,510,94,MN,15.3,no,77.2,355-9581,112,44.18,14.98,no,4.13,176.2,1,259.9,0
1714,139,86,1,0,,415,93,MO,8.9,no,235.8,367-7906,110,21.34,22.93,no,2.4,269.8,8,125.5,0
1715,99,134,0,0,9,415,111,MN,7.2,no,200,414-7446,133,41.5,20.99,no,1.94,246.9,2,,0
1716,84,63,3,0,9.77,415,137,CO,10.7,no,217.1,408-6725,99,36.01,19.63,no,2.89,230.9,9,211.8,0
1717,99,122,4,0,,408,89,IN,11.4,no,133.9,336-3819,107,50.39,18.26,no,3.08,214.8,3,296.4,1
1718,81,102,3,0,6.65,510,90,MS,12,yes,147.8,329-9689,66,38.11,20.68,no,3.24,243.3,8,224.2,0
1719,85,100,4,0,5.72,408,69,IA,,no,127.1,378-9478,78,35.85,27.99,no,2.54,,5,,0
1720,110,120,1,0,6.97,510,103,KS,10,no,154.9,392-5605,132,26.86,16.75,no,2.7,,5,158,0
1721,113,89,1,32,10.09,415,104,VA,8.7,no,224.2,414-6219,92,35.68,21.23,yes,2.35,249.8,7,209.9,0
1722,121,121,1,0,4.29,408,94,DC,12.3,no,95.3,368-2458,59,28.66,14.33,no,3.32,168.6,4,168.6,0
1723,103,132,3,36,11.65,510,125,FL,10.5,no,258.8,334-9505,102,38.45,15.44,yes,2.84,181.6,5,226.2,1
1724,104,153,1,22,9.18,415,91,ID,7.5,no,203.9,410-5963,117,28.51,20.98,yes,2.03,246.8,11,167.7,0
1725,99,87,2,33,9.69,415,81,SD,10.2,no,215.3,330-1627,95,21.25,20,yes,2.75,235.3,7,125,0
1726,110,148,2,38,4.93,415,73,DC,16.5,no,109.6,404-1002,105,35.56,9.91,yes,4.46,116.6,4,209.2,0
